LVS/Hồ chứa/Ngày,Giờ_KaNak,Giờ_AnKhe,Tổng lưu lượng xả (m³/s)[Thực tế],Lưu lượng đến hồ (m³/s)
2019-10-05,4,10,0.0,4.0
2019-10-05,5,11,0.0,4.0
2019-10-05,6,12,0.0,4.0
2019-10-05,7,13,0.0,3.15
2019-10-05,8,14,0.0,3.15
2019-10-05,9,15,0.0,3.15
2019-10-05,10,16,0.0,3.15
2019-10-05,11,17,0.0,3.15
2019-10-05,12,18,0.0,3.15
2019-10-05,13,19,0.0,2.86
2019-10-05,14,20,0.0,2.87
2019-10-05,15,21,0.0,2.83
2019-10-05,16,22,0.0,2.83
2019-10-05,17,23,0.0,2.0
2019-10-06,0,6,0.0,2.0
2019-10-06,1,7,0.0,2.3
2019-10-06,2,8,0.0,2.3
2019-10-06,3,9,0.0,2.3
2019-10-06,4,10,0.0,2.3
2019-10-06,5,11,0.0,2.3
2019-10-06,6,12,0.0,2.3
2019-10-06,7,13,0.0,1.97
2019-10-06,8,14,0.0,1.97
2019-10-06,9,15,0.0,1.97
2019-10-06,10,16,0.0,1.97
2019-10-06,11,17,0.0,1.85
2019-10-06,12,18,0.0,1.8
2019-10-06,13,19,0.0,1.76
2019-10-06,14,20,0.0,1.76
2019-10-06,15,21,0.0,1.76
2019-10-06,16,22,0.0,1.78
2019-10-06,17,23,0.0,1.78
2019-10-07,0,6,0.0,4.0
2019-10-07,1,7,0.0,4.36
2019-10-07,2,8,0.0,6.33
2019-10-07,3,9,0.0,6.33
2019-10-07,4,10,0.0,6.33
2019-10-07,5,11,0.0,3.52
2019-10-07,6,12,0.0,1.33
2019-10-07,7,13,11.6,2.47
2019-10-07,8,14,20.1,2.25
2019-10-07,9,15,29.0,12.76
2019-10-07,10,16,29.0,28.0
2019-10-07,11,17,29.0,28.0
2019-10-07,12,18,29.0,34.67
2019-10-07,13,19,29.0,34.67
2019-10-07,14,20,29.0,34.67
2019-10-07,15,21,29.0,34.67
2019-10-07,16,22,29.0,33.87
2019-10-07,17,23,29.0,24.0
2019-10-08,0,6,29.0,18.44
2019-10-08,1,7,3.9,11.22
2019-10-08,2,8,0.0,4.0
2019-10-08,3,9,0.0,2.87
2019-10-08,4,10,0.0,2.87
2019-10-08,5,11,0.0,2.56
2019-10-08,6,12,0.0,2.45
2019-10-08,7,13,0.0,2.3
2019-10-08,8,14,0.0,2.3
2019-10-08,9,15,0.0,2.2
2019-10-08,10,16,0.0,2.3
2019-10-08,11,17,0.0,3.2
2019-10-08,12,18,0.0,4.0
2019-10-08,13,19,0.0,4.0
2019-10-08,14,20,0.0,4.0
2019-10-08,15,21,0.0,3.2
2019-10-08,16,22,0.0,4.0
2019-10-08,17,23,0.0,4.0
2019-10-09,0,6,0.0,4.0
2019-10-09,1,7,0.0,3.4
2019-10-09,2,8,0.0,3.8
2019-10-09,3,9,0.0,4.0
2019-10-09,4,10,0.0,4.0
2019-10-09,5,11,0.0,4.0
2019-10-09,6,12,0.0,4.0
2019-10-09,7,13,0.0,4.0
2019-10-09,8,14,0.0,5.16
2019-10-09,9,15,0.0,6.33
2019-10-09,10,16,0.0,4.5
2019-10-09,11,17,0.0,4.7
2019-10-09,12,18,0.0,6.33
2019-10-09,13,19,0.0,6.33
2019-10-09,14,20,0.0,6.33
2019-10-09,15,21,0.0,6.33
2019-10-09,16,22,27.1,10.2
2019-10-09,17,23,29.0,21.33
2019-10-10,0,6,0.0,4.0
2019-10-10,1,7,0.0,4.0
2019-10-10,2,8,0.0,3.7
2019-10-10,3,9,0.0,4.2
2019-10-10,4,10,0.0,4.3
2019-10-10,5,11,0.0,4.3
2019-10-10,6,12,0.0,4.5
2019-10-10,7,13,0.0,5.2
2019-10-10,8,14,19.3,14.67
2019-10-10,9,15,29.0,21.33
2019-10-10,10,16,29.0,28.0
2019-10-10,11,17,29.0,30.2
2019-10-10,12,18,29.0,32.3
2019-10-10,13,19,29.0,34.67
2019-10-10,14,20,29.0,28.0
2019-10-10,15,21,29.0,28.0
2019-10-10,16,22,29.0,28.0
2019-10-10,17,23,29.0,22.93
2019-10-11,0,6,0.0,10.67
2019-10-11,1,7,0.0,4.13
2019-10-11,2,8,0.0,1.33
2019-10-11,3,9,0.0,1.33
2019-10-11,4,10,0.0,3.8
2019-10-11,5,11,0.0,4.1
2019-10-11,6,12,0.0,4.1
2019-10-11,7,13,0.0,4.1
2019-10-11,8,14,21.3,7.22
2019-10-11,9,15,29.0,14.67
2019-10-11,10,16,29.0,24.0
2019-10-11,11,17,29.0,28.0
2019-10-11,12,18,29.0,34.67
2019-10-11,13,19,29.0,34.67
2019-10-11,14,20,29.0,34.67
2019-10-11,15,21,29.0,34.67
2019-10-11,16,22,29.0,34.67
2019-10-11,17,23,29.0,34.67
2019-10-12,0,6,15.5,17.33
2019-10-12,1,7,0.0,10.67
2019-10-12,2,8,0.0,5.78
2019-10-12,3,9,0.0,5.82
2019-10-12,4,10,0.0,5.82
2019-10-12,5,11,0.0,5.1
2019-10-12,6,12,0.0,4.3
2019-10-12,7,13,0.0,4.3
2019-10-12,8,14,25.1,7.87
2019-10-12,9,15,29.0,16.8
2019-10-12,10,16,29.0,23.6
2019-10-12,11,17,29.0,28.0
2019-10-12,12,18,29.0,34.67
2019-10-12,13,19,29.0,34.67
2019-10-12,14,20,29.0,34.67
2019-10-12,15,21,29.0,34.67
2019-10-12,16,22,29.0,34.67
2019-10-12,17,23,29.0,31.37
2019-10-13,0,6,0.0,18.33
2019-10-13,1,7,0.0,5.68
2019-10-13,2,8,0.0,3.3
2019-10-13,3,9,0.0,3.3
2019-10-13,4,10,0.0,3.3
2019-10-13,5,11,0.0,2.2
2019-10-13,6,12,0.0,5.0
2019-10-13,7,13,0.0,5.0
2019-10-13,8,14,0.0,5.0
2019-10-13,9,15,0.0,5.0
2019-10-13,10,16,0.0,5.62
2019-10-13,11,17,0.0,5.62
2019-10-13,12,18,0.0,5.62
2019-10-13,13,19,0.0,5.62
2019-10-13,14,20,0.0,5.62
2019-10-13,15,21,0.0,4.87
2019-10-13,16,22,0.0,2.93
2019-10-13,17,23,0.0,2.45
2019-10-14,0,6,0.0,3.86
2019-10-14,1,7,0.0,3.86
2019-10-14,2,8,0.0,3.3
2019-10-14,3,9,0.0,3.3
2019-10-14,4,10,0.0,3.3
2019-10-14,5,11,0.0,3.3
2019-10-14,6,12,0.0,4.0
2019-10-14,7,13,0.0,4.0
2019-10-14,8,14,2.0,3.7
2019-10-14,9,15,30.0,3.78
2019-10-14,10,16,30.0,7.83
2019-10-14,11,17,30.0,8.87
2019-10-14,12,18,30.0,9.87
2019-10-14,13,19,30.0,10.85
2019-10-14,14,20,30.0,31.67
2019-10-14,15,21,30.0,31.67
2019-10-14,16,22,30.0,31.67
2019-10-14,17,23,30.0,31.67
2019-10-15,0,6,30.0,31.2
2019-10-15,1,7,30.0,31.03
2019-10-15,2,8,30.0,31.05
2019-10-15,3,9,30.0,31.03
2019-10-15,4,10,30.0,31.05
2019-10-15,5,11,30.0,31.01
2019-10-15,6,12,30.0,31.03
2019-10-15,7,13,30.0,31.04
2019-10-15,8,14,30.0,31.03
2019-10-15,9,15,30.0,31.04
2019-10-15,10,16,30.0,31.03
2019-10-15,11,17,30.0,31.03
2019-10-15,12,18,30.0,31.03
2019-10-15,13,19,30.0,31.03
2019-10-15,14,20,30.0,31.05
2019-10-15,15,21,30.0,31.05
2019-10-15,16,22,30.0,31.05
2019-10-15,17,23,30.0,31.05
2019-10-16,0,6,30.0,34.67
2019-10-16,1,7,30.0,34.67
2019-10-16,2,8,30.0,34.67
2019-10-16,3,9,30.0,34.67
2019-10-16,4,10,30.0,34.67
2019-10-16,5,11,30.0,34.67
2019-10-16,6,12,30.0,34.67
2019-10-16,7,13,30.0,34.67
2019-10-16,8,14,30.0,34.67
2019-10-16,9,15,30.0,34.67
2019-10-16,10,16,30.0,34.67
2019-10-16,11,17,30.0,34.67
2019-10-16,12,18,30.0,34.67
2019-10-16,13,19,30.0,34.67
2019-10-16,14,20,30.0,34.67
2019-10-16,15,21,30.0,34.67
2019-10-16,16,22,30.0,32.01
2019-10-16,17,23,30.0,32.42
2019-10-17,0,6,30.0,93.0
2019-10-17,1,7,30.0,129.11
2019-10-17,2,8,30.0,143.56
2019-10-17,3,9,30.0,140.34
2019-10-17,4,10,30.0,142.22
2019-10-17,5,11,30.0,142.67
2019-10-17,6,12,30.0,198.39
2019-10-17,7,13,30.0,181.17
2019-10-17,8,14,30.0,138.11
2019-10-17,9,15,31.0,95.06
2019-10-17,10,16,6.2,77.83
2019-10-17,11,17,0.0,77.83
2019-10-17,12,18,0.0,69.22
2019-10-17,13,19,0.0,60.61
2019-10-17,14,20,0.0,60.61
2019-10-17,15,21,0.0,60.61
2019-10-17,16,22,0.0,60.61
2019-10-17,17,23,0.0,52.0
2019-10-18,0,6,0.0,43.39
2019-10-18,1,7,0.0,43.39
2019-10-18,2,8,0.0,43.39
2019-10-18,3,9,0.0,52.0
2019-10-18,4,10,0.0,52.0
2019-10-18,5,11,0.0,44.35
2019-10-18,6,12,0.0,34.78
2019-10-18,7,13,0.0,26.17
2019-10-18,8,14,0.0,37.85
2019-10-18,9,15,0.0,45.76
2019-10-18,10,16,0.0,38.54
2019-10-18,11,17,0.0,35.67
2019-10-18,12,18,0.0,36.58
2019-10-18,13,19,0.0,33.95
2019-10-18,14,20,0.0,34.78
2019-10-18,15,21,0.0,26.17
2019-10-18,16,22,0.0,24.38
2019-10-18,17,23,0.0,10.78
2019-10-19,0,6,0.0,4.17
2019-10-19,1,7,0.0,4.17
2019-10-19,2,8,0.0,10.17
2019-10-19,3,9,0.0,26.17
2019-10-19,4,10,0.0,26.17
2019-10-19,5,11,0.0,26.17
2019-10-19,6,12,0.0,23.52
2019-10-19,7,13,0.0,23.17
2019-10-19,8,14,0.0,23.17
2019-10-19,9,15,29.0,23.17
2019-10-19,10,16,30.0,31.78
2019-10-19,11,17,30.0,31.18
2019-10-19,12,18,30.0,28.78
2019-10-19,13,19,30.0,28.78
2019-10-19,14,20,30.0,28.78
2019-10-19,15,21,30.0,28.78
2019-10-19,16,22,30.0,28.78
2019-10-19,17,23,30.0,37.39
2019-10-20,0,6,30.0,50.83
2019-10-20,1,7,30.0,50.83
2019-10-20,2,8,30.0,42.22
2019-10-20,3,9,30.0,42.22
2019-10-20,4,10,30.0,33.61
2019-10-20,5,11,30.0,37.04
2019-10-20,6,12,30.0,46.0
2019-10-20,7,13,30.0,46.0
2019-10-20,8,14,30.0,46.0
2019-10-20,9,15,30.0,46.0
2019-10-20,10,16,30.0,46.0
2019-10-20,11,17,30.0,46.0
2019-10-20,12,18,30.0,46.0
2019-10-20,13,19,30.0,37.39
2019-10-20,14,20,30.0,46.0
2019-10-20,15,21,30.0,46.0
2019-10-20,16,22,30.0,46.0
2019-10-20,17,23,30.0,37.39
2019-10-21,0,6,30.0,37.39
2019-10-21,1,7,30.0,37.39
2019-10-21,2,8,30.0,37.39
2019-10-21,3,9,30.0,37.39
2019-10-21,4,10,30.0,37.39
2019-10-21,5,11,30.0,37.39
2019-10-21,6,12,30.0,37.39
2019-10-21,7,13,30.0,37.39
2019-10-21,8,14,30.0,37.39
2019-10-21,9,15,30.0,37.39
2019-10-21,10,16,30.0,37.39
2019-10-21,11,17,30.0,37.39
2019-10-21,12,18,30.0,37.39
2019-10-21,13,19,30.0,37.39
2019-10-21,14,20,30.0,37.39
2019-10-21,15,21,30.0,37.39
2019-10-21,16,22,30.0,38.78
2019-10-21,17,23,30.0,38.78
2019-10-22,0,6,31.6,33.61
2019-10-22,1,7,31.6,33.61
2019-10-22,2,8,31.6,34.39
2019-10-22,3,9,31.6,34.62
2019-10-22,4,10,31.6,34.87
2019-10-22,5,11,31.6,34.97
2019-10-22,6,12,31.6,35.07
2019-10-22,7,13,31.6,35.24
2019-10-22,8,14,31.6,35.37
2019-10-22,9,15,31.6,35.42
2019-10-22,10,16,31.6,35.58
2019-10-22,11,17,31.6,35.74
2019-10-22,12,18,31.6,35.83
2019-10-22,13,19,31.6,35.8
2019-10-22,14,20,31.6,35.8
2019-10-22,15,21,31.6,35.88
2019-10-22,16,22,31.6,36.4
2019-10-22,17,23,31.6,36.4
2019-10-23,0,6,31.6,35.3
2019-10-23,1,7,31.6,35.9
2019-10-23,2,8,31.6,37.39
2019-10-23,3,9,31.6,37.42
2019-10-23,4,10,31.6,37.39
2019-10-23,5,11,31.6,37.39
2019-10-23,6,12,31.6,37.4
2019-10-23,7,13,31.6,37.38
2019-10-23,8,14,31.6,37.37
2019-10-23,9,15,31.6,37.39
2019-10-23,10,16,31.6,37.39
2019-10-23,11,17,31.6,37.38
2019-10-23,12,18,31.6,38.78
2019-10-23,13,19,31.6,38.77
2019-10-23,14,20,31.6,39.65
2019-10-23,15,21,31.6,39.72
2019-10-23,16,22,31.6,39.68
2019-10-23,17,23,31.6,36.94
2019-10-24,0,6,31.6,32.11
2019-10-24,1,7,31.6,36.41
2019-10-24,2,8,31.6,37.39
2019-10-24,3,9,31.6,37.39
2019-10-24,4,10,31.6,37.38
2019-10-24,5,11,31.6,38.76
2019-10-24,6,12,7.9,37.43
2019-10-24,7,13,0.0,22.83
2019-10-24,8,14,0.0,8.39
2019-10-24,9,15,0.0,8.39
2019-10-24,10,16,0.0,8.38
2019-10-24,11,17,0.0,8.38
2019-10-24,12,18,0.0,8.37
2019-10-24,13,19,0.0,6.54
2019-10-24,14,20,0.0,6.42
2019-10-24,15,21,0.0,5.58
2019-10-24,16,22,0.0,5.36
2019-10-24,17,23,0.0,7.67
2019-10-25,0,6,0.0,6.76
2019-10-25,1,7,0.0,5.75
2019-10-25,2,8,0.0,6.16
2019-10-25,3,9,0.0,7.7
2019-10-25,4,10,0.0,7.16
2019-10-25,5,11,0.0,6.82
2019-10-25,6,12,0.0,6.5
2019-10-25,7,13,0.0,6.5
2019-10-25,8,14,14.7,5.22
2019-10-25,9,15,34.0,18.33
2019-10-25,10,16,34.0,25.0
2019-10-25,11,17,13.0,25.0
2019-10-25,12,18,0.0,18.33
2019-10-25,13,19,20.4,25.0
2019-10-25,14,20,34.0,25.0
2019-10-25,15,21,34.0,25.0
2019-10-25,16,22,34.0,31.67
2019-10-25,17,23,34.0,31.67
2019-10-26,0,6,19.3,22.05
2019-10-26,1,7,0.0,16.83
2019-10-26,2,8,0.0,10.17
2019-10-26,3,9,0.0,3.5
2019-10-26,4,10,0.0,3.5
2019-10-26,5,11,0.0,3.5
2019-10-26,6,12,0.0,4.1
2019-10-26,7,13,0.0,4.1
2019-10-26,8,14,0.0,3.9
2019-10-26,9,15,0.0,4.2
2019-10-26,10,16,0.0,4.2
2019-10-26,11,17,0.0,4.2
2019-10-26,12,18,0.0,4.0
2019-10-26,13,19,0.0,4.2
2019-10-26,14,20,0.0,4.0
2019-10-26,15,21,0.0,3.8
2019-10-26,16,22,14.9,4.0
2019-10-26,17,23,16.3,10.67
2019-10-27,0,6,0.0,4.2
2019-10-27,1,7,0.0,4.2
2019-10-27,2,8,0.0,4.2
2019-10-27,3,9,0.0,4.2
2019-10-27,4,10,0.0,10.4
2019-10-27,5,11,0.0,10.6
2019-10-27,6,12,0.0,10.9
2019-10-27,7,13,0.0,10.1
2019-10-27,8,14,0.0,8.9
2019-10-27,9,15,0.0,6.2
2019-10-27,10,16,17.6,8.1
2019-10-27,11,17,19.2,10.67
2019-10-27,12,18,0.0,10.67
2019-10-27,13,19,0.0,6.2
2019-10-27,14,20,0.0,4.0
2019-10-27,15,21,0.0,4.0
2019-10-27,16,22,0.0,4.0
2019-10-27,17,23,0.0,4.0
2019-10-28,0,6,0.0,4.0
2019-10-28,1,7,0.0,4.2
2019-10-28,2,8,0.0,4.2
2019-10-28,3,9,0.0,4.2
2019-10-28,4,10,0.0,4.2
2019-10-28,5,11,0.0,3.8
2019-10-28,6,12,0.0,3.8
2019-10-28,7,13,0.0,4.3
2019-10-28,8,14,16.5,6.2
2019-10-28,9,15,32.0,10.67
2019-10-28,10,16,32.0,17.33
2019-10-28,11,17,32.0,18.62
2019-10-28,12,18,32.0,23.5
2019-10-28,13,19,32.0,25.5
2019-10-28,14,20,32.0,30.17
2019-10-28,15,21,32.0,32.1
2019-10-28,16,22,32.0,32.2
2019-10-28,17,23,32.0,32.25
2019-10-29,0,6,32.0,28.7
2019-10-29,1,7,24.0,25.5
2019-10-29,2,8,16.0,21.6
2019-10-29,3,9,16.0,15.2
2019-10-29,4,10,16.0,15.25
2019-10-29,5,11,16.0,15.45
2019-10-29,6,12,27.5,15.45
2019-10-29,7,13,32.0,26.3
2019-10-29,8,14,32.0,31.37
2019-10-29,9,15,26.7,31.25
2019-10-29,10,16,32.0,25.96
2019-10-29,11,17,32.0,30.17
2019-10-29,12,18,32.0,36.83
2019-10-29,13,19,17.3,30.17
2019-10-29,14,20,16.0,25.52
2019-10-29,15,21,16.0,21.33
2019-10-29,16,22,16.0,21.33
2019-10-29,17,23,16.0,21.33
2019-10-30,0,6,0.0,8.0
2019-10-30,1,7,0.0,8.0
2019-10-30,2,8,0.0,14.67
2019-10-30,3,9,0.0,14.67
2019-10-30,4,10,0.0,21.33
2019-10-30,5,11,0.0,21.33
2019-10-30,6,12,0.0,25.25
2019-10-30,7,13,0.0,25.0
2019-10-30,8,14,0.0,25.0
2019-10-30,9,15,0.0,18.33
2019-10-30,10,16,0.0,25.0
2019-10-30,11,17,0.0,25.0
2019-10-30,12,18,0.0,25.0
2019-10-30,13,19,0.0,31.67
2019-10-30,14,20,0.0,25.0
2019-10-30,15,21,0.0,25.0
2019-10-30,16,22,0.0,31.67
2019-10-30,17,23,0.0,25.0
2019-10-31,0,6,0.0,195.99
2019-10-31,1,7,0.0,198.39
2019-10-31,2,8,0.0,181.17
2019-10-31,3,9,0.0,172.56
2019-10-31,4,10,0.0,112.28
2019-10-31,5,11,0.0,84.69
2019-10-31,6,12,0.0,78.94
2019-10-31,7,13,0.0,80.37
2019-10-31,8,14,0.0,96.89
2019-10-31,9,15,0.0,99.67
2019-10-31,10,16,0.0,60.61
2019-10-31,11,17,0.0,86.44
2019-10-31,12,18,0.0,103.67
2019-10-31,13,19,0.0,86.44
2019-10-31,14,20,0.0,60.78
2019-10-31,15,21,0.0,60.78
2019-10-31,16,22,0.0,69.39
2019-10-31,17,23,0.0,69.39
2019-11-01,0,6,0.0,78.0
2019-11-01,1,7,0.0,69.39
2019-11-01,2,8,0.0,52.17
2019-11-01,3,9,0.0,43.56
2019-11-01,4,10,0.0,34.94
2019-11-01,5,11,0.0,34.94
2019-11-01,6,12,0.0,26.14
2019-11-01,7,13,0.0,22.54
2019-11-01,8,14,0.0,26.17
2019-11-01,9,15,0.0,30.2
2019-11-01,10,16,0.0,32.78
2019-11-01,11,17,0.0,27.83
2019-11-01,12,18,0.0,25.17
2019-11-01,13,19,0.0,23.77
2019-11-01,14,20,0.0,22.27
2019-11-01,15,21,0.0,19.6
2019-11-01,16,22,0.0,19.1
2019-11-01,17,23,0.0,18.6
2019-11-02,0,6,0.0,18.35
2019-11-02,1,7,0.0,17.8
2019-11-02,2,8,0.0,18.39
2019-11-02,3,9,0.0,19.39
2019-11-02,4,10,0.0,15.7
2019-11-02,5,11,0.0,13.06
2019-11-02,6,12,0.0,14.61
2019-11-02,7,13,0.0,15.61
2019-11-02,8,14,0.0,13.74
2019-11-02,9,15,0.0,13.39
2019-11-02,10,16,8.9,15.73
2019-11-02,11,17,28.0,22.83
2019-11-02,12,18,28.0,37.85
2019-11-02,13,19,28.0,36.76
2019-11-02,14,20,28.0,35.8
2019-11-02,15,21,28.0,34.2
2019-11-02,16,22,28.0,35.82
2019-11-02,17,23,28.0,36.78
2019-11-03,0,6,28.0,39.8
2019-11-03,1,7,28.0,39.9
2019-11-03,2,8,28.0,40.23
2019-11-03,3,9,28.0,43.3
2019-11-03,4,10,28.0,45.72
2019-11-03,5,11,28.0,48.2
2019-11-03,6,12,28.0,48.1
2019-11-03,7,13,28.0,47.5
2019-11-03,8,14,28.0,47.73
2019-11-03,9,15,28.0,46.65
2019-11-03,10,16,28.0,44.5
2019-11-03,11,17,28.0,45.7
2019-11-03,12,18,28.0,47.25
2019-11-03,13,19,28.0,46.89
2019-11-03,14,20,28.0,46.65
2019-11-03,15,21,28.0,46.22
2019-11-03,16,22,28.0,45.8
2019-11-03,17,23,28.0,50.2
2019-11-04,0,6,28.0,46.8
2019-11-04,1,7,28.0,45.62
2019-11-04,2,8,28.0,45.02
2019-11-04,3,9,28.0,44.39
2019-11-04,4,10,28.0,44.85
2019-11-04,5,11,28.0,44.52
2019-11-04,6,12,28.0,44.52
2019-11-04,7,13,28.0,44.52
2019-11-04,8,14,28.0,44.52
2019-11-04,9,15,28.0,45.57
2019-11-04,10,16,28.0,49.35
2019-11-04,11,17,27.3,52.51
2019-11-04,12,18,26.9,53.42
2019-11-04,13,19,32.4,53.34
2019-11-04,14,20,32.4,54.61
2019-11-04,15,21,32.4,49.78
2019-11-04,16,22,32.4,47.53
2019-11-04,17,23,32.4,46.85
2019-11-05,0,6,32.4,49.72
2019-11-05,1,7,32.4,49.67
2019-11-05,2,8,32.4,46.0
2019-11-05,3,9,32.4,37.39
2019-11-05,4,10,32.4,46.0
2019-11-05,5,11,32.4,37.39
2019-11-05,6,12,32.4,37.38
2019-11-05,7,13,32.4,46.0
2019-11-05,8,14,32.4,37.39
2019-11-05,9,15,32.4,46.0
2019-11-05,10,16,32.4,46.13
2019-11-05,11,17,32.4,38.35
2019-11-05,12,18,32.4,45.98
2019-11-05,13,19,32.4,37.38
2019-11-05,14,20,32.4,46.56
2019-11-05,15,21,32.4,46.62
2019-11-05,16,22,32.4,46.68
2019-11-05,17,23,32.4,50.61
2019-11-06,0,6,32.4,47.78
2019-11-06,1,7,32.4,47.55
2019-11-06,2,8,32.4,52.61
2019-11-06,3,9,32.4,46.23
2019-11-06,4,10,32.4,46.17
2019-11-06,5,11,32.4,47.15
2019-11-06,6,12,32.4,42.22
2019-11-06,7,13,32.4,38.32
2019-11-06,8,14,32.4,37.38
2019-11-06,9,15,32.4,46.13
2019-11-06,10,16,32.4,37.35
2019-11-06,11,17,32.4,46.15
2019-11-06,12,18,32.4,37.35
2019-11-06,13,19,32.4,46.17
2019-11-06,14,20,32.4,46.23
2019-11-06,15,21,32.4,42.76
2019-11-06,16,22,32.4,47.35
2019-11-06,17,23,32.4,47.54
2019-11-07,0,6,32.4,48.56
2019-11-07,1,7,32.4,48.6
2019-11-07,2,8,32.4,39.35
2019-11-07,3,9,32.4,46.15
2019-11-07,4,10,32.4,46.18
2019-11-07,5,11,32.4,42.13
2019-11-07,6,12,32.4,44.32
2019-11-07,7,13,32.4,44.86
2019-11-07,8,14,32.4,44.22
2019-11-07,9,15,32.4,44.56
2019-11-07,10,16,32.4,44.5
2019-11-07,11,17,32.4,44.48
2019-11-07,12,18,32.4,44.2
2019-11-07,13,19,32.4,44.62
2019-11-07,14,20,32.4,44.32
2019-11-07,15,21,32.4,44.17
2019-11-07,16,22,32.4,44.25
2019-11-07,17,23,32.4,44.22
2019-11-08,0,6,32.4,42.76
2019-11-08,1,7,32.4,42.93
2019-11-08,2,8,32.4,43.4
2019-11-08,3,9,32.4,43.26
2019-11-08,4,10,32.4,43.36
2019-11-08,5,11,32.4,43.56
2019-11-08,6,12,32.4,43.8
2019-11-08,7,13,32.4,43.9
2019-11-08,8,14,32.4,43.95
2019-11-08,9,15,32.4,43.92
2019-11-08,10,16,32.4,43.89
2019-11-08,11,17,32.4,43.72
2019-11-08,12,18,32.4,44.08
2019-11-08,13,19,32.4,44.12
2019-11-08,14,20,32.4,44.23
2019-11-08,15,21,32.4,44.05
2019-11-08,16,22,32.4,44.16
2019-11-08,17,23,32.4,44.09
2019-11-09,0,6,32.4,41.23
2019-11-09,1,7,32.4,41.1
2019-11-09,2,8,32.4,41.2
2019-11-09,3,9,32.4,41.9
2019-11-09,4,10,32.4,42.1
2019-11-09,5,11,32.4,42.2
2019-11-09,6,12,32.4,42.3
2019-11-09,7,13,32.4,42.1
2019-11-09,8,14,32.4,41.9
2019-11-09,9,15,32.4,41.8
2019-11-09,10,16,32.4,41.8
2019-11-09,11,17,32.4,41.6
2019-11-09,12,18,32.4,41.7
2019-11-09,13,19,32.4,41.5
2019-11-09,14,20,32.4,41.25
2019-11-09,15,21,32.4,41.67
2019-11-09,16,22,32.4,39.82
2019-11-09,17,23,32.4,39.74
2019-11-10,0,6,32.4,35.53
2019-11-10,1,7,14.3,26.32
2019-11-10,2,8,0.0,14.2
2019-11-10,3,9,0.0,7.5
2019-11-10,4,10,0.0,5.8
2019-11-10,5,11,0.0,6.5
2019-11-10,6,12,0.0,10.67
2019-11-10,7,13,0.0,12.75
2019-11-10,8,14,0.0,15.71
2019-11-10,9,15,0.0,13.56
2019-11-10,10,16,0.0,13.56
2019-11-10,11,17,0.0,11.33
2019-11-10,12,18,0.0,11.65
2019-11-10,13,19,0.0,6.33
2019-11-10,14,20,0.0,6.34
2019-11-10,15,21,0.0,6.36
2019-11-10,16,22,0.0,6.35
2019-11-10,17,23,0.0,6.37
2019-11-11,0,6,0.0,79.86
2019-11-11,1,7,0.0,105.28
2019-11-11,2,8,0.0,83.61
2019-11-11,3,9,0.0,72.09
2019-11-11,4,10,0.0,66.44
2019-11-11,5,11,0.0,62.97
2019-11-11,6,12,0.0,54.83
2019-11-11,7,13,0.0,50.42
