thoi_gian_KaNak,thoi_gian_AnKhe,Tổng lưu lượng xả (m³/s)[Thực tế],Lưu lượng đến hồ (m³/s),Sum_Mua
2019-10-02 00:00:00,2019-10-02 06:00:00,0.0,2.15,0.0
2019-10-02 01:00:00,2019-10-02 07:00:00,0.0,2.06,0.0
2019-10-02 02:00:00,2019-10-02 08:00:00,0.0,2.0,0.0
2019-10-02 03:00:00,2019-10-02 09:00:00,0.0,2.0,0.0
2019-10-02 04:00:00,2019-10-02 10:00:00,0.0,2.0,0.0
2019-10-02 05:00:00,2019-10-02 11:00:00,0.0,2.0,0.0
2019-10-02 06:00:00,2019-10-02 12:00:00,0.0,2.0,0.0
2019-10-02 07:00:00,2019-10-02 13:00:00,0.0,2.1,0.0
2019-10-02 08:00:00,2019-10-02 14:00:00,17.9,2.4,0.0
2019-10-02 09:00:00,2019-10-02 15:00:00,29.0,11.67,0.0
2019-10-02 10:00:00,2019-10-02 16:00:00,29.0,31.67,0.0
2019-10-02 11:00:00,2019-10-02 17:00:00,29.0,45.0,0.0
2019-10-02 12:00:00,2019-10-02 18:00:00,29.0,45.0,0.0
2019-10-02 13:00:00,2019-10-02 19:00:00,29.0,34.87,0.0
2019-10-02 14:00:00,2019-10-02 20:00:00,29.0,30.67,0.0
2019-10-02 15:00:00,2019-10-02 21:00:00,29.0,30.67,27.87999987602234
2019-10-02 16:00:00,2019-10-02 22:00:00,29.0,30.67,0.0
2019-10-02 17:00:00,2019-10-02 23:00:00,29.0,30.67,0.0
2019-10-03 00:00:00,2019-10-03 06:00:00,0.0,4.0,0.0
2019-10-03 01:00:00,2019-10-03 07:00:00,0.0,3.2,0.0
2019-10-03 02:00:00,2019-10-03 08:00:00,0.0,3.2,0.0
2019-10-03 03:00:00,2019-10-03 09:00:00,0.0,3.2,0.0
2019-10-03 04:00:00,2019-10-03 10:00:00,0.0,3.2,0.0
2019-10-03 05:00:00,2019-10-03 11:00:00,0.0,3.2,0.0
2019-10-03 06:00:00,2019-10-03 12:00:00,0.0,3.2,0.0
2019-10-03 07:00:00,2019-10-03 13:00:00,0.0,3.3,0.0
2019-10-03 08:00:00,2019-10-03 14:00:00,0.0,3.3,0.0
2019-10-03 09:00:00,2019-10-03 15:00:00,0.0,3.3,0.0
2019-10-03 10:00:00,2019-10-03 16:00:00,0.0,3.98,0.0
2019-10-03 11:00:00,2019-10-03 17:00:00,0.0,5.0,0.0
2019-10-03 12:00:00,2019-10-03 18:00:00,0.0,11.67,0.0
2019-10-03 13:00:00,2019-10-03 19:00:00,0.0,11.68,0.0
2019-10-03 14:00:00,2019-10-03 20:00:00,0.0,10.67,0.0
2019-10-03 15:00:00,2019-10-03 21:00:00,0.0,11.38,0.0
2019-10-03 16:00:00,2019-10-03 22:00:00,14.0,25.0,17.53000020980835
2019-10-03 17:00:00,2019-10-03 23:00:00,29.0,33.47,8.109999895095825
2019-10-04 00:00:00,2019-10-04 06:00:00,0.0,11.22,0.0
2019-10-04 01:00:00,2019-10-04 07:00:00,0.0,4.0,0.0
2019-10-04 02:00:00,2019-10-04 08:00:00,0.0,5.18,0.0
2019-10-04 03:00:00,2019-10-04 09:00:00,0.0,5.09,0.0
2019-10-04 04:00:00,2019-10-04 10:00:00,0.0,4.29,0.0
2019-10-04 05:00:00,2019-10-04 11:00:00,0.0,5.12,0.0
2019-10-04 06:00:00,2019-10-04 12:00:00,0.0,3.8,0.0
2019-10-04 07:00:00,2019-10-04 13:00:00,0.0,3.8,0.0
2019-10-04 08:00:00,2019-10-04 14:00:00,15.9,4.82,0.0
2019-10-04 09:00:00,2019-10-04 15:00:00,29.0,14.2,0.0
2019-10-04 10:00:00,2019-10-04 16:00:00,29.0,25.0,0.0
2019-10-04 11:00:00,2019-10-04 17:00:00,6.5,25.0,0.0
2019-10-04 12:00:00,2019-10-04 18:00:00,0.0,10.56,0.0
2019-10-04 13:00:00,2019-10-04 19:00:00,0.0,5.16,0.0
2019-10-04 14:00:00,2019-10-04 20:00:00,23.2,4.0,0.0
2019-10-04 15:00:00,2019-10-04 21:00:00,29.0,26.42,0.0
2019-10-04 16:00:00,2019-10-04 22:00:00,29.0,30.92,0.0
2019-10-04 17:00:00,2019-10-04 23:00:00,29.0,32.89,0.0
2019-10-05 00:00:00,2019-10-05 06:00:00,0.0,4.0,0.0
2019-10-05 01:00:00,2019-10-05 07:00:00,0.0,3.2,0.0
2019-10-05 02:00:00,2019-10-05 08:00:00,0.0,4.0,0.0
2019-10-05 03:00:00,2019-10-05 09:00:00,0.0,4.0,0.0
2019-10-05 04:00:00,2019-10-05 10:00:00,0.0,4.0,0.0
2019-10-05 05:00:00,2019-10-05 11:00:00,0.0,4.0,0.0
2019-10-05 06:00:00,2019-10-05 12:00:00,0.0,4.0,0.0
2019-10-05 07:00:00,2019-10-05 13:00:00,0.0,3.15,0.0
2019-10-05 08:00:00,2019-10-05 14:00:00,0.0,3.15,0.0
2019-10-05 09:00:00,2019-10-05 15:00:00,0.0,3.15,0.0
2019-10-05 10:00:00,2019-10-05 16:00:00,0.0,3.15,0.0
2019-10-05 11:00:00,2019-10-05 17:00:00,0.0,3.15,0.0
2019-10-05 12:00:00,2019-10-05 18:00:00,0.0,3.15,0.0
2019-10-05 13:00:00,2019-10-05 19:00:00,0.0,2.86,0.0
2019-10-05 14:00:00,2019-10-05 20:00:00,0.0,2.87,0.0
2019-10-05 15:00:00,2019-10-05 21:00:00,0.0,2.83,0.0
2019-10-05 16:00:00,2019-10-05 22:00:00,0.0,2.83,0.0
2019-10-05 17:00:00,2019-10-05 23:00:00,0.0,2.0,0.0
2019-10-06 00:00:00,2019-10-06 06:00:00,0.0,2.0,0.0
2019-10-06 01:00:00,2019-10-06 07:00:00,0.0,2.3,0.0
2019-10-06 02:00:00,2019-10-06 08:00:00,0.0,2.3,0.0
2019-10-06 03:00:00,2019-10-06 09:00:00,0.0,2.3,0.0
2019-10-06 04:00:00,2019-10-06 10:00:00,0.0,2.3,0.0
2019-10-06 05:00:00,2019-10-06 11:00:00,0.0,2.3,0.0
2019-10-06 06:00:00,2019-10-06 12:00:00,0.0,2.3,0.0
2019-10-06 07:00:00,2019-10-06 13:00:00,0.0,1.97,0.0
2019-10-06 08:00:00,2019-10-06 14:00:00,0.0,1.97,0.0
2019-10-06 09:00:00,2019-10-06 15:00:00,0.0,1.97,0.0
2019-10-06 10:00:00,2019-10-06 16:00:00,0.0,1.97,0.0
2019-10-06 11:00:00,2019-10-06 17:00:00,0.0,1.85,0.0
2019-10-06 12:00:00,2019-10-06 18:00:00,0.0,1.8,0.0
2019-10-06 13:00:00,2019-10-06 19:00:00,0.0,1.76,0.0
2019-10-06 14:00:00,2019-10-06 20:00:00,0.0,1.76,0.0
2019-10-06 15:00:00,2019-10-06 21:00:00,0.0,1.76,0.0
2019-10-06 16:00:00,2019-10-06 22:00:00,0.0,1.78,0.0
2019-10-06 17:00:00,2019-10-06 23:00:00,0.0,1.78,0.0
2019-10-07 00:00:00,2019-10-07 06:00:00,0.0,4.0,0.0
2019-10-07 01:00:00,2019-10-07 07:00:00,0.0,4.36,0.0
2019-10-07 02:00:00,2019-10-07 08:00:00,0.0,6.33,0.0
2019-10-07 03:00:00,2019-10-07 09:00:00,0.0,6.33,0.0
2019-10-07 04:00:00,2019-10-07 10:00:00,0.0,6.33,0.0
2019-10-07 05:00:00,2019-10-07 11:00:00,0.0,3.52,0.0
2019-10-07 06:00:00,2019-10-07 12:00:00,0.0,1.33,0.0
2019-10-07 07:00:00,2019-10-07 13:00:00,11.6,2.47,0.0
2019-10-07 08:00:00,2019-10-07 14:00:00,20.1,2.25,0.0
2019-10-07 09:00:00,2019-10-07 15:00:00,29.0,12.76,0.0
2019-10-07 10:00:00,2019-10-07 16:00:00,29.0,28.0,0.0
2019-10-07 11:00:00,2019-10-07 17:00:00,29.0,28.0,0.0
2019-10-07 12:00:00,2019-10-07 18:00:00,29.0,34.67,0.0
2019-10-07 13:00:00,2019-10-07 19:00:00,29.0,34.67,0.0
2019-10-07 14:00:00,2019-10-07 20:00:00,29.0,34.67,0.0
2019-10-07 15:00:00,2019-10-07 21:00:00,29.0,34.67,0.0
2019-10-07 16:00:00,2019-10-07 22:00:00,29.0,33.87,0.0
2019-10-07 17:00:00,2019-10-07 23:00:00,29.0,24.0,0.0
2019-10-08 00:00:00,2019-10-08 06:00:00,29.0,18.44,0.0
2019-10-08 01:00:00,2019-10-08 07:00:00,3.9,11.22,0.0
2019-10-08 02:00:00,2019-10-08 08:00:00,0.0,4.0,0.0
2019-10-08 03:00:00,2019-10-08 09:00:00,0.0,2.87,0.0
2019-10-08 04:00:00,2019-10-08 10:00:00,0.0,2.87,0.0
2019-10-08 05:00:00,2019-10-08 11:00:00,0.0,2.56,0.0
2019-10-08 06:00:00,2019-10-08 12:00:00,0.0,2.45,0.0
2019-10-08 07:00:00,2019-10-08 13:00:00,0.0,2.3,0.0
2019-10-08 08:00:00,2019-10-08 14:00:00,0.0,2.3,0.0
2019-10-08 09:00:00,2019-10-08 15:00:00,0.0,2.2,0.0
2019-10-08 10:00:00,2019-10-08 16:00:00,0.0,2.3,0.0
2019-10-08 11:00:00,2019-10-08 17:00:00,0.0,3.2,0.0
2019-10-08 12:00:00,2019-10-08 18:00:00,0.0,4.0,0.0
2019-10-08 13:00:00,2019-10-08 19:00:00,0.0,4.0,0.0
2019-10-08 14:00:00,2019-10-08 20:00:00,0.0,4.0,0.0
2019-10-08 15:00:00,2019-10-08 21:00:00,0.0,3.2,0.0
2019-10-08 16:00:00,2019-10-08 22:00:00,0.0,4.0,0.0
2019-10-08 17:00:00,2019-10-08 23:00:00,0.0,4.0,0.0
2019-10-09 00:00:00,2019-10-09 06:00:00,0.0,4.0,0.0
2019-10-09 01:00:00,2019-10-09 07:00:00,0.0,3.4,0.0
2019-10-09 02:00:00,2019-10-09 08:00:00,0.0,3.8,0.0
2019-10-09 03:00:00,2019-10-09 09:00:00,0.0,4.0,0.0
2019-10-09 04:00:00,2019-10-09 10:00:00,0.0,4.0,0.0
2019-10-09 05:00:00,2019-10-09 11:00:00,0.0,4.0,0.0
2019-10-09 06:00:00,2019-10-09 12:00:00,0.0,4.0,0.0
2019-10-09 07:00:00,2019-10-09 13:00:00,0.0,4.0,0.0
2019-10-09 08:00:00,2019-10-09 14:00:00,0.0,5.16,0.0
2019-10-09 09:00:00,2019-10-09 15:00:00,0.0,6.33,0.0
2019-10-09 10:00:00,2019-10-09 16:00:00,0.0,4.5,0.0
2019-10-09 11:00:00,2019-10-09 17:00:00,0.0,4.7,0.0
2019-10-09 12:00:00,2019-10-09 18:00:00,0.0,6.33,0.0
2019-10-09 13:00:00,2019-10-09 19:00:00,0.0,6.33,0.0
2019-10-09 14:00:00,2019-10-09 20:00:00,0.0,6.33,0.0
2019-10-09 15:00:00,2019-10-09 21:00:00,0.0,6.33,0.0
2019-10-09 16:00:00,2019-10-09 22:00:00,27.1,10.2,0.0
2019-10-09 17:00:00,2019-10-09 23:00:00,29.0,21.33,0.0
2019-10-10 00:00:00,2019-10-10 06:00:00,0.0,4.0,0.0
2019-10-10 01:00:00,2019-10-10 07:00:00,0.0,4.0,0.0
2019-10-10 02:00:00,2019-10-10 08:00:00,0.0,3.7,0.0
2019-10-10 03:00:00,2019-10-10 09:00:00,0.0,4.2,0.0
2019-10-10 04:00:00,2019-10-10 10:00:00,0.0,4.3,0.0
2019-10-10 05:00:00,2019-10-10 11:00:00,0.0,4.3,0.0
2019-10-10 06:00:00,2019-10-10 12:00:00,0.0,4.5,0.0
2019-10-10 07:00:00,2019-10-10 13:00:00,0.0,5.2,0.0
2019-10-10 08:00:00,2019-10-10 14:00:00,19.3,14.67,0.0
2019-10-10 09:00:00,2019-10-10 15:00:00,29.0,21.33,0.0
2019-10-10 10:00:00,2019-10-10 16:00:00,29.0,28.0,0.0
2019-10-10 11:00:00,2019-10-10 17:00:00,29.0,30.2,0.0
2019-10-10 12:00:00,2019-10-10 18:00:00,29.0,32.3,0.0
2019-10-10 13:00:00,2019-10-10 19:00:00,29.0,34.67,0.0
2019-10-10 14:00:00,2019-10-10 20:00:00,29.0,28.0,0.0
2019-10-10 15:00:00,2019-10-10 21:00:00,29.0,28.0,0.0
2019-10-10 16:00:00,2019-10-10 22:00:00,29.0,28.0,0.0
2019-10-10 17:00:00,2019-10-10 23:00:00,29.0,22.93,0.0
2019-10-11 00:00:00,2019-10-11 06:00:00,0.0,10.67,0.0
2019-10-11 01:00:00,2019-10-11 07:00:00,0.0,4.13,0.0
2019-10-11 02:00:00,2019-10-11 08:00:00,0.0,1.33,0.0
2019-10-11 03:00:00,2019-10-11 09:00:00,0.0,1.33,0.0
2019-10-11 04:00:00,2019-10-11 10:00:00,0.0,3.8,0.0
2019-10-11 05:00:00,2019-10-11 11:00:00,0.0,4.1,0.0
2019-10-11 06:00:00,2019-10-11 12:00:00,0.0,4.1,0.0
2019-10-11 07:00:00,2019-10-11 13:00:00,0.0,4.1,0.0
